Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0485,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,// No silent failures: surface the first failing inbox source.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for STRATA / Strategy remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0486,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span key={i} style={{ display: 'flex', alignItems: 'center', gap: 8, flexWrap: 'wrap' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0487,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,*     in-modal; override requires a written reason. NEVER silent.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for STRATA / Strategy remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0488,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{ minWidth: 96 }}>{row.name ?? '—'}</span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0489,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"// ── Lock snapshot modal (governance ritual — errors surface HERE, never silent) ──",Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for STRATA / Strategy remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0490,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<strong style={{ color: T.text, fontVariantNumeric: 'tabular-nums' }}>{row.has_data === false ? '—' : fmtScore(row.score)}</strong>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0491,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{ color: T.subtlest }}>w {row.weight ?? '—'}</span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0492,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ display: 'flex', flexDirection: 'column', gap: 2 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0493,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{ color: T.subtlest }}>{labelize(k)}: </span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0494,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ display: 'flex', flexDirection: 'column', gap: 2 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0495,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{ color: T.subtlest }}>{labelize(k)}: </span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0496,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', gap: 12, padding: '8px 0', borderBottom: `1px solid ${T.border}` }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0497,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ width: 140, flexShrink: 0, fontSize: 'var(--ds-font-size-100)', fontWeight: 600, color: T.subtle }}>{k}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0498,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ fontSize: 'var(--ds-font-size-200)', color: T.text, minWidth: 0, overflowWrap: 'anywhere' }}>{children}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0499,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ position: 'relative', width: size, height: size, flexShrink: 0 }} data-testid={testId} aria-hidden>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0500,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<svg width={size} height={size} style={{ transform: 'rotate(-90deg)' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0501,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0502,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontFamily: T.fontDisplay, fontSize: size >= 64 ? 16 : 13, fontWeight: 700, color: T.text,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0503,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ height, borderRadius: height / 2, background: T.neutral, overflow: 'hidden' }} aria-hidden>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0504,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ height: '100%', borderRadius: height / 2, background: tone, width: `${clamped}%` }} />",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0505,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<svg width={width} height={height} aria-hidden style={{ flexShrink: 0 }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0506,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0507,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0508,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"display: 'flex', width: '100%', alignItems: 'center', gap: 8, padding: '8px 12px',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0509,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-200)', color: T.text,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0510,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ flex: 1, whiteSpace: 'nowrap' }}>{option.label}</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0511,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0512,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0513,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"display: 'inline-flex', alignItems: 'center', gap: 8, height: 28, padding: '0 12px',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0514,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-100)', color: T.subtle,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0515,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<strong style={{ color: T.text, fontWeight: 600 }}>{value}</strong>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0516,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0517,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"padding: 4, borderRadius: 8,",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0518,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0519,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0520,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"display: 'inline-flex', alignItems: 'center', gap: 8, height: 28, padding: '0 12px',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0521,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-100)', color: T.subtle, whiteSpace: 'nowrap',",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0522,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"Model <strong style={{ color: T.text, fontWeight: 600 }}>{modelLabel}</strong>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0523,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{ marginLeft: 'auto' }}><StrataDataStateLozenge state={state ?? null} /></span>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0524,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div data-testid={testId} style={{ marginBottom: 16 }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0525,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', alignItems: 'center', gap: 12, marginBottom: 12, minWidth: 0 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0526,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span aria-hidden style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0527,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ minWidth: 0, flex: '1 1 auto' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0528,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<p style={{ margin: '4px 0 0', fontSize: 'var(--ds-font-size-100)', color: T.subtlest }}>{description}</p>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0529,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{actions ? <div style={{ display: 'flex', alignItems: 'center', gap: 8, flexShrink: 0 }}>{actions}</div> : null}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0530,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div data-testid={testId} style={{ minWidth: 0 }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0531,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div style={{ margin: '-24px -24px 0' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0532,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div style={{ margin: '8px 0 16px' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0533,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{toolbarActions ? <span style={{ display: 'inline-flex', gap: 8, marginLeft: 8 }}>{toolbarActions}</span> : null}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0534,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"{description ? <p style={{ margin: '0 0 12px', fontSize: 'var(--ds-font-size-200)', color: T.subtle }}>{description}</p> : null}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0535,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', gap: 8, flexWrap: 'wrap', marginBottom: 12 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0536,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0537,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0538,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"height: 32, padding: '0 12px', borderRadius: 6, cursor: 'pointer', font: 'inherit',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0539,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-200)', fontWeight: 600,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0540,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<div style={{ marginTop: 12 }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0541,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,return <div style={{ marginBottom: 16 }}><StrataContextToolbar modelLabel={modelLabel} extra={extra} state={state} /></div>;,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0542,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0543,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0544,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0545,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"display: 'flex', alignItems: 'center', gap: 12, padding: '16px 16px', textAlign: 'left',",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0546,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ minWidth: 0, display: 'flex', flexDirection: 'column' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0547,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0548,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-100)', fontWeight: 600, color: T.subtlest,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0549,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<span style={{ display: 'flex', alignItems: 'baseline', gap: 8, margin: '8px 0 4px' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0550,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0551,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontFamily: T.fontDisplay, fontSize: m.ring ? 24 : 28, fontWeight: 700, color: T.text,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0552,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0553,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-100)', fontWeight: 500,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0554,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0555,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"borderRadius: 8, padding: '16px 16px', minWidth: 0,",Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0556,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', alignItems: 'center', justifyContent: 'space-between', gap: 8 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0557,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0558,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontSize: 'var(--ds-font-size-100)', fontWeight: 600, color: T.subtlest, letterSpacing: '0.04em',",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0559,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"<div style={{ display: 'flex', alignItems: 'baseline', gap: 8 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0560,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,<span style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0561,catalyst_p0_p1_static_findings_1000.csv,STRATA / Strategy,,,,,P1,"fontFamily: T.fontDisplay, fontSize: 28, fontWeight: 700, color: T.text,",Ad-hoc font sizing fragments enterprise typography hierarchy.,Use canonical type scale and module-level tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
